sp_id;correct_name;family;genus;taxon_rank;habit;wood_dens_gcm3;max_height_m;seed_size_g;disp_mode;eco_group;obs
Nectandra megapotamica;Nectandra megapotamica;Lauraceae;Nectandra;species;tree;0.607375;27;1.215136056;zoochoric;2;
Nectandra membranacea;Nectandra membranacea;Lauraceae;Nectandra;species;tree;0.546333333;35;0.76923077;zoochoric;2;
Nectandra nitidula;Nectandra nitidula;Lauraceae;Nectandra;species;tree;0.74;12;0.208333333;zoochoric;3;
Nectandra oppositifolia;Nectandra oppositifolia;Lauraceae;Nectandra;species;tree;0.516196657;22;1.644764592;zoochoric;2;
Nectandra sp.;Nectandra sp.;Lauraceae;Nectandra;NA;NA;NA;NA;NA;zoochoric;NA;
Nectandra sp.1;Nectandra sp.;Lauraceae;Nectandra;NA;NA;NA;NA;NA;zoochoric;NA;
Nelsonia sp.;Nelsonia sp.;Acanthaceae;Nelsonia;NA;NA;NA;NA;NA;autochoric;NA;
Neomitranthes glomerata;Neomitranthes glomerata;Myrtaceae;Neomitranthes;species;tree;0.745;17;1;zoochoric;2;
Niedenzuella acutifolia;Niedenzuella acutifolia;Malpighiaceae;Niedenzuella;species;NA;0.633954639;NA;NA;anemochoric;NA;
Notopleura bahiensis;Notopleura bahiensis;Rubiaceae;Notopleura;species;NA;0.641918268;NA;NA;zoochoric;NA;
Ocotea aciphylla;Ocotea aciphylla;Lauraceae;Ocotea;species;tree;0.528833333;21;3.3944;zoochoric;3;
Ocotea brachybotra;Ocotea brachybotrya;Lauraceae;Ocotea;species;tree;0.433;17;0.790433722;zoochoric;3;
Ocotea catharinensis;Ocotea catharinensis;Lauraceae;Ocotea;species;tree;0.664516667;31;0.83333333;zoochoric;4;
Ocotea corymbosa;Ocotea corymbosa;Lauraceae;Ocotea;species;tree;0.658;24;0.555555556;zoochoric;3;
Ocotea cymbarum;Ocotea cymbarum;Lauraceae;Ocotea;species;tree;0.559;28;0.790433722;zoochoric;3;
Ocotea daphnifolia;Ocotea daphnifolia;Lauraceae;Ocotea;species;tree;0.560422095;17;0.790433722;zoochoric;3;
Ocotea dispersa;Ocotea dispersa;Lauraceae;Ocotea;species;tree;0.503819293;18;0.3;zoochoric;3;
Ocotea divaricata;Ocotea divaricata;Lauraceae;Ocotea;species;tree;0.560422095;14;0.790433722;zoochoric;3;
Ocotea glomerata;Ocotea glomerata;Lauraceae;Ocotea;species;tree;0.534285714;16;0.790433722;zoochoric;2;
Ocotea laxa;Ocotea laxa;Lauraceae;Ocotea;species;tree;0.560422095;20;0.790433722;zoochoric;3;
Ocotea mosenii;Ocotea mosenii;Lauraceae;Ocotea;species;tree;0.560422095;18;0.790433722;zoochoric;3;
Ocotea puberula;Ocotea puberula;Lauraceae;Ocotea;species;tree;0.446614286;27;0.200559387;zoochoric;3;
Ocotea pulchella;Ocotea pulchella;Lauraceae;Ocotea;species;tree;0.617666667;25;0.113912115;zoochoric;2;
Ocotea schottii;Ocotea schottii;Lauraceae;Ocotea;genus;tree;0.560422095;NA;0.790433722;zoochoric;4;
Ocotea sp.;Ocotea sp.;Lauraceae;Ocotea;NA;NA;NA;NA;NA;zoochoric;NA;
Ocotea sp.1;Ocotea sp.;Lauraceae;Ocotea;NA;NA;NA;NA;NA;zoochoric;NA;
Ocotea sp.2;Ocotea sp.;Lauraceae;Ocotea;NA;NA;NA;NA;NA;zoochoric;NA;
Ocotea sp.3;Ocotea sp.;Lauraceae;Ocotea;NA;NA;NA;NA;NA;zoochoric;NA;
Ocotea tristis;Ocotea tristis;Lauraceae;Ocotea;species;tree;0.560422095;16;0.790433722;zoochoric;NA;
Odontadenia sp.;Odontadenia sp.;Apocynaceae;Odontadenia;NA;NA;NA;NA;NA;anemochoric;NA;
Odontadenia sp.1;Odontadenia sp.;Apocynaceae;Odontadenia;NA;NA;NA;NA;NA;anemochoric;NA;
Orchidaceae sp.;Orchidaceae sp.;Orchidaceae;Orchidaceae;NA;NA;NA;NA;NA;anemochoric;NA;
Orchidaceae sp.1;Orchidaceae sp.;Orchidaceae;Orchidaceae;NA;NA;NA;NA;NA;anemochoric;NA;
Orchidaceae sp.2;Orchidaceae sp.;Orchidaceae;Orchidaceae;NA;NA;NA;NA;NA;anemochoric;NA;
Orchidaceae sp.3;Orchidaceae sp.;Orchidaceae;Orchidaceae;NA;NA;NA;NA;NA;anemochoric;NA;
Orchidaceae sp.4;Orchidaceae sp.;Orchidaceae;Orchidaceae;NA;NA;NA;NA;NA;anemochoric;NA;
Oreopanax capitatus;Oreopanax capitatus;Araliaceae;Oreopanax;species;tree;0.65;22;0.005253437;zoochoric;NA;
Oreopanax sp.;Oreopanax sp.;Araliaceae;Oreopanax;NA;NA;NA;NA;NA;zoochoric;NA;
Ormosia arborea;Ormosia arborea;Fabaceae;Ormosia;species;tree;0.696033333;22;0.925346;zoochoric;2;
Ossaea confertiflora;Ossaea confertiflora;Melastomataceae;Ossaea;species;NA;0.684269632;NA;0.01;zoochoric;NA;
Ossaea sp.;Ossaea sp.;Melastomataceae;Ossaea;NA;NA;NA;NA;NA;zoochoric;NA;
Ouratea polygyna;Ouratea polygyna;Ochnaceae;Ouratea;species;tree;0.77;11;0.312023479;zoochoric;NA;
Ouratea sp.;Ouratea sp.;Ochnaceae;Ouratea;NA;NA;NA;NA;NA;zoochoric;NA;
Ouratea sp.1;Ouratea sp.;Ochnaceae;Ouratea;NA;NA;NA;NA;NA;zoochoric;NA;
Palicourea australis;Palicourea australis;Rubiaceae;Palicourea;species;NA;0.550333333;NA;0.050312805;zoochoric;NA;
Palicourea brachypoda;Psychotria brachypoda;Rubiaceae;Psychotria;species;shrub;0.511909019;7;0.1;zoochoric;4;
Palicourea marcgravii;Palicourea marcgravii;Rubiaceae;Palicourea;species;shrub;0.550333333;3;0.050312805;zoochoric;2.5;
Palicourea sessilis;Palicourea sessilis;Ochnaceae;Palicourea;genus;tree;0.550333333;NA;0.050312805;zoochoric;3;
Panicum maximum;Megathyrsus maximus;Poaceae;Megathyrsus;species;NA;NA;NA;0.0011;autochoric|zoochoric;NA;
Parapiptadenia rigida;Parapiptadenia rigida;Fabaceae;Parapiptadenia;species;tree;0.818428571;31;0.069180207;anemochoric|autochoric;2;
Parinari alvimii;Parinari alvimii;Chrysobalanaceae;Parinari;species;tree;0.84;30;1.25;zoochoric;2;
Parinari sp.;Parinari sp.;Chrysobalanaceae;Parinari;NA;NA;NA;NA;NA;zoochoric;NA;
Parinari sp.1;Parinari sp.;Chrysobalanaceae;Parinari;NA;NA;NA;NA;NA;zoochoric;NA;
Parkia pendula;Parkia pendula;Fabaceae;Parkia;species;tree;0.543;37;0.111439394;autochoric;3;
Parthenium hysterophorus;Parthenium hysterophorus;Asteraceae;Parthenium;species;NA;0.530140648;NA;0.00057;anemochoric|autochoric;NA;
Paspalum corcovadense;Paspalum corcovadense;Poaceae;Paspalum;species;NA;NA;NA;0.001670979;autochoric;NA;
Paspalum sp.;Paspalum sp.;Poaceae;Paspalum;NA;NA;NA;NA;NA;autochoric;NA;
Paspalum sp.1;Paspalum sp.;Poaceae;Paspalum;NA;NA;NA;NA;NA;autochoric;NA;
Passiflora actinia;Passiflora actinia;Passifloraceae;Passiflora;species;NA;NA;NA;0.015789874;zoochoric;NA;
Passiflora mucronata;Passiflora mucronata;Passifloraceae;Passiflora;species;NA;NA;NA;0.015789874;zoochoric;NA;
Passiflora sidiifolia;Passiflora sidifolia;Passifloraceae;Passiflora;species;NA;NA;NA;0.015789874;zoochoric;NA;
Passiflora sp.;Passiflora sp.;Passifloraceae;Passiflora;NA;NA;NA;NA;NA;zoochoric;NA;
Passiflora sp.1;Passiflora sp.;Passifloraceae;Passiflora;NA;NA;NA;NA;NA;zoochoric;NA;
Paullinia carpopoda;Paullinia carpopoda;Sapindaceae;Paullinia;species;others;0.68228497;12;0.391833333;zoochoric;NA;
Paullinia coriacea;Paullinia coriacea;Sapindaceae;Paullinia;species;NA;0.68228497;NA;0.391833333;zoochoric;NA;
Paullinia meliifolia;Paullinia meliifolia;Sapindaceae;Paullinia;species;NA;0.68228497;NA;0.391833333;zoochoric;NA;
Paullinia pinnata;Paullinia pinnata;Sapindaceae;Paullinia;species;others;0.68228497;NA;0.391833333;zoochoric;NA;
Paullinia racemosa;Paullinia racemosa;Sapindaceae;Paullinia;species;others;0.68228497;NA;0.391833333;zoochoric;NA;
Paullinia rubiginosa;Paullinia rubiginosa;Sapindaceae;Paullinia;species;others;0.68228497;NA;0.391833333;zoochoric;NA;
Paullinia seminuda;Paullinia seminuda;Sapindaceae;Paullinia;species;NA;0.68228497;NA;0.391833333;zoochoric;NA;
Paullinia sp.;Paullinia sp.;Sapindaceae;Paullinia;NA;NA;NA;NA;NA;zoochoric;NA;
Paullinia sp.1;Paullinia sp.;Sapindaceae;Paullinia;NA;NA;NA;NA;NA;zoochoric;NA;
Paullinia trigonia;Paullinia trigonia;Sapindaceae;Paullinia;species;NA;0.68228497;NA;0.391833333;zoochoric;NA;
Paulownia tomentosa;Paulownia tomentosa;Chrysobalanaceae;Paulownia;genus;tree;0.790514391;NA;0.000209;zoochoric;NA;
Paypayrola blanchetiana;Paypayrola blanchetiana;Violaceae;Paypayrola;species;tree;0.57125;16;0.09;autochoric;2;
Peltastes sp.;Peltastes sp.;Apocynaceae;Peltastes;NA;NA;NA;NA;NA;anemochoric;NA;
Peltastes sp.1;Peltastes sp.;Apocynaceae;Peltastes;NA;NA;NA;NA;NA;anemochoric;NA;
Peltophorum dubium;Peltophorum dubium;Fabaceae;Peltophorum;species;tree;0.6515;24;0.12898003;anemochoric;2;
Pennisetum pedicellatum;Cenchrus pedicellatus;Poaceae;Cenchrus;species;NA;NA;NA;0.0011;anemochoric;NA;also epizoochoric
Peplonia axillaris;Peplonia axillaris;Apocynaceae;Peplonia;species;NA;0.65970384;NA;NA;anemochoric;NA;
Pera glabrata;Pera glabrata;Peraceae;Pera;species;tree;0.625386717;25;0.016088132;zoochoric;2;
Pera heteranthera;Pera heteranthera;Peraceae;Pera;species;tree;0.89;14;0.054945055;zoochoric;2;
Pera sp.;Pera sp.;Peraceae;Pera;NA;NA;NA;NA;NA;zoochoric;NA;
Pera sp.1;Pera sp.;Peraceae;Pera;NA;NA;NA;NA;NA;zoochoric;NA;
Persea sp.;Persea sp.;Lauraceae;Persea;NA;NA;NA;NA;NA;zoochoric;NA;
Persea sp.1;Persea sp.;Lauraceae;Persea;NA;NA;NA;NA;NA;zoochoric;NA;
Philodendron appendiculatum;Philodendron appendiculatum;Araceae;Philodendron;species;NA;NA;NA;0.00296;zoochoric;NA;
Philodendron fragrantissimum;Philodendron fragrantissimum;Araceae;Philodendron;species;NA;NA;NA;0.00296;zoochoric;NA;
Philodendron longilaminatum;Philodendron longilaminatum;Araceae;Philodendron;species;NA;NA;NA;0.00296;zoochoric;NA;
Philodendron recurvifolium;Philodendron recurvifolium;Araceae;Philodendron;species;NA;NA;NA;0.00296;zoochoric;NA;
Philodendron sp.;Philodendron sp.;Araceae;Philodendron;NA;NA;NA;NA;NA;zoochoric;NA;
Philodendron sp.1;Philodendron sp.;Araceae;Philodendron;NA;NA;NA;NA;NA;zoochoric;NA;
Phoenix sp.;Phoenix sp.;Arecaceae;Phoenix;NA;NA;NA;NA;NA;zoochoric;NA;
Phoradendron crassifolium;Phoradendron crassifolium;Santalaceae;Phoradendron;species;NA;0.78;NA;0.0047527;zoochoric;NA;
Phyllanthus sp.;Phyllanthus sp.;Phyllanthaceae;Phyllanthus;NA;NA;NA;NA;NA;zoochoric;NA;
Phyllanthus sp.1;Phyllanthus sp.;Phyllanthaceae;Phyllanthus;NA;NA;NA;NA;NA;zoochoric;NA;
Phytolacca dioica;Phytolacca dioica;Phytolaccaceae;Phytolacca;species;tree;0.354;40;0.005932237;zoochoric;2;
Phytolacca thyrsiflora;Phytolacca thyrsiflora;Phytolaccaceae;Phytolacca;species;NA;0.354;NA;0.009365906;zoochoric;NA;
Pilocarpus pennatifolius;Pilocarpus pennatifolius;Rutaceae;Pilocarpus;species;tree;1.05;18;0.034482759;zoochoric;3;
Pinus elliottii;Pinus elliottii;Pinaceae;Pinus;species;tree;0.54;17;NA;anemochoric;1;
Pinus sp.;Pinus sp.;Pinaceae;Pinus;NA;NA;NA;NA;NA;anemochoric;NA;
Pinus sp.1;Pinus sp.;Pinaceae;Pinus;NA;NA;NA;NA;NA;anemochoric;NA;
Piper aduncum;Piper aduncum;Piperaceae;Piper;species;tree;0.426;10;0.003607424;zoochoric;2;
Piper amalago;Piper amalago;Piperaceae;Piper;species;tree;0.426;7;0.00136;zoochoric;1;
Piper corintoanum;Piper corintoanum;Piperaceae;Piper;species;shrub;0.426;5;0.003607424;zoochoric;NA;
Piper sp.;Piper sp.;Piperaceae;Piper;NA;NA;NA;NA;NA;zoochoric;NA;
Piper sp.1;Piper sp.;Piperaceae;Piper;NA;NA;NA;NA;NA;zoochoric;NA;
Piper sp.2;Piper sp.;Piperaceae;Piper;NA;NA;NA;NA;NA;zoochoric;NA;
Piper sp.3;Piper sp.;Piperaceae;Piper;NA;NA;NA;NA;NA;zoochoric;NA;
Piper sp.4;Piper sp.;Piperaceae;Piper;NA;NA;NA;NA;NA;zoochoric;NA;
Piper sp.5;Piper sp.;Piperaceae;Piper;NA;NA;NA;NA;NA;zoochoric;NA;
Piper sp.6;Piper sp.;Piperaceae;Piper;NA;NA;NA;NA;NA;zoochoric;NA;
Piper sp.7;Piper sp.;Piperaceae;Piper;NA;NA;NA;NA;NA;zoochoric;NA;
Piperaceae sp.;Piperaceae sp.;Piperaceae;Piperaceae;NA;NA;NA;NA;NA;zoochoric;NA;
Piperaceae sp.1;Piperaceae sp.;Piperaceae;Piperaceae;NA;NA;NA;NA;NA;zoochoric;NA;
Piptadenia adiantoides;Piptadenia adiantoides;Fabaceae;Piptadenia;species;others;0.65713555;16;0.119962316;autochoric;2;
Piptadenia gonoacantha;Piptadenia gonoacantha;Fabaceae;Piptadenia;species;tree;0.6765;26;0.057996558;anemochoric|autochoric;1;
Piptadenia sp.;Piptadenia sp.;Fabaceae;Piptadenia;NA;NA;NA;NA;NA;anemochoric;NA;
Piptadenia sp.1;Piptadenia sp.;Fabaceae;Piptadenia;NA;NA;NA;NA;NA;anemochoric;NA;
Piptocarpha angustifolia;Piptocarpha angustifolia;Asteraceae;Piptocarpha;species;tree;0.42975;32;0.000734246;anemochoric;1;
Piptocarpha axillaris;Piptocarpha axillaris;Asteraceae;Piptocarpha;species;tree;0.4105;25;0.003630548;anemochoric;1;
Piptocarpha lundiana;Piptocarpha lundiana;Asteraceae;Piptocarpha;species;others;0.466829362;NA;0.002134678;anemochoric;NA;
Piptocarpha macropoda;Piptocarpha macropoda;Asteraceae;Piptocarpha;species;tree;0.47645396;22;0.002134678;anemochoric;1;
Piptocarpha notata;Piptocarpha notata;Asteraceae;Piptocarpha;species;shrub;0.466829362;NA;0.002134678;anemochoric;NA;
Piptocarpha oblonga;Piptocarpha oblonga;Asteraceae;Piptocarpha;species;tree;0.466829362;10;0.002134678;anemochoric;1;
Piptocarpha pyrifolia;Piptocarpha pyrifolia;Asteraceae;Piptocarpha;species;NA;0.466829362;NA;0.002134678;anemochoric;NA;
Piptocarpha ramiflora;Piptocarpha ramiflora;Asteraceae;Piptocarpha;species;others;0.466829362;NA;0.002134678;anemochoric;NA;
Piptocarpha sp.;Piptocarpha sp.;Asteraceae;Piptocarpha;NA;NA;NA;NA;NA;anemochoric;NA;
Piptocarpha sp.1;Piptocarpha sp.;Asteraceae;Piptocarpha;NA;NA;NA;NA;NA;anemochoric;NA;
Platycyamus regnellii;Platycyamus regnellii;Fabaceae;Platycyamus;species;tree;0.829333333;25;0.613883893;anemochoric;3;
Platypodium elegans;Platypodium elegans;Fabaceae;Platypodium;species;tree;0.76575;20;1.190954286;anemochoric;2;
Plenckia populnea;Plenckia populnea;Celastraceae;Plenckia;species;tree;0.65925;12;0.095238095;anemochoric;2;
Plinia complanata;Plinia silvestris;Myrtaceae;Plinia;species;tree;0.720083333;NA;0.600793032;zoochoric;4;
Poaceae sp.;Poaceae sp.;Poaceae;Poaceae;NA;NA;NA;NA;NA;NA;NA;
Poaceae sp.1;Poaceae sp.;Poaceae;Poaceae;NA;NA;NA;NA;NA;NA;NA;
Poaceae sp.2;Poaceae sp.;Poaceae;Poaceae;NA;NA;NA;NA;NA;NA;NA;
Poaceae sp.3;Poaceae sp.;Poaceae;Poaceae;NA;NA;NA;NA;NA;NA;NA;
Podocarpus lambertii;Podocarpus lambertii;Podocarpaceae;Podocarpus;species;tree;0.4615;24;0.025989325;zoochoric;3;
Podocarpus sp.;Podocarpus sp.;Podocarpaceae;Podocarpus;NA;NA;NA;NA;NA;zoochoric;NA;
Pogonophora schomburgkiana;Pogonophora schomburgkiana;Peraceae;Pogonophora;species;tree;0.938333333;22;0.090909091;zoochoric;3;
Polygonaceae sp.;Polygonaceae sp.;Polygonaceae;Polygonaceae;NA;NA;NA;NA;NA;NA;NA;
Polygonaceae sp.1;Polygonaceae sp.;Polygonaceae;Polygonaceae;NA;NA;NA;NA;NA;NA;NA;
Pombalia atropurpurea;Pombalia atropurpurea;Violaceae;Pombalia;species;shrub;0.67;2;0.00701;autochoric;3;
Posoqueria acutifolia;Posoqueria acutifolia;Rubiaceae;Posoqueria;species;tree;0.65245;12;0.588235294;zoochoric;3;
Posoqueria latifolia;Posoqueria latifolia;Rubiaceae;Posoqueria;species;tree;0.578;17;0.389240823;zoochoric;2;
Posoqueria sp.;Posoqueria sp.;Rubiaceae;Posoqueria;NA;NA;NA;NA;NA;zoochoric;NA;
Posoqueria sp.1;Posoqueria sp.;Rubiaceae;Posoqueria;NA;NA;NA;NA;NA;zoochoric;NA;
Pourouma guianensis;Pourouma guianensis;Urticaceae;Pourouma;species;tree;0.381461765;24;0.894117647;zoochoric;2;
Pouteria bangii;Pouteria bangii;Sapotaceae;Pouteria;species;tree;0.769860709;30;8.141888405;zoochoric;3;
Pouteria beaurepairei;Pouteria beaurepairei;Sapotaceae;Pouteria;species;tree;0.69;18;8.141888405;zoochoric;2;
Pouteria caimito;Pouteria caimito;Sapotaceae;Pouteria;species;tree;0.803119171;24;4.166666667;zoochoric;3;
Pouteria gardneri;Pouteria gardneri;Sapotaceae;Pouteria;species;tree;0.8185;16;0.25;zoochoric;3;
Pouteria gardneriana;Pouteria gardneriana;Sapotaceae;Pouteria;species;tree;0.732666667;18;0.303030303;zoochoric;2;
Pouteria glomerata;Pouteria glomerata;Sapotaceae;Pouteria;species;tree;0.67;30;1.175;zoochoric;2;
Pouteria reticulata;Pouteria reticulata;Sapotaceae;Pouteria;species;tree;0.757333333;36;8.141888405;zoochoric;3;
Pouteria sp.;Pouteria sp.;Sapotaceae;Pouteria;NA;NA;NA;NA;NA;zoochoric;NA;
Pouteria sp.1;Pouteria sp.;Sapotaceae;Pouteria;NA;NA;NA;NA;NA;zoochoric;NA;
Pouteria sp.2;Pouteria sp.;Sapotaceae;Pouteria;NA;NA;NA;NA;NA;zoochoric;NA;
Pouteria torta;Pouteria torta;Sapotaceae;Pouteria;species;tree;0.693727273;18;2.398989899;zoochoric;2;
Pradosia bahiensis;Pradosia bahiensis;Myrtaceae;Pradosia;genus;tree;0.78;NA;1.714285714;zoochoric;NA;
Prestonia coalita;Prestonia coalita;Apocynaceae;Prestonia;species;NA;0.65970384;NA;NA;anemochoric;NA;
Prestonia sp.;Prestonia sp.;Apocynaceae;Prestonia;NA;NA;NA;NA;NA;anemochoric;NA;
Prestonia sp.1;Prestonia sp.;Apocynaceae;Prestonia;NA;NA;NA;NA;NA;anemochoric;NA;
Primulaceae sp.;Primulaceae sp.;Primulaceae;Primulaceae;NA;NA;NA;NA;NA;NA;NA;
Primulaceae sp.1;Primulaceae sp.;Primulaceae;Primulaceae;NA;NA;NA;NA;NA;NA;NA;
Prionostemma aspera;Prionostemma asperum;Celastraceae;Prionostemma;species;others;0.733494284;NA;NA;anemochoric;NA;
Prockia crucis;Prockia crucis;Salicaceae;Prockia;species;tree;0.62;14;0.000666667;zoochoric;2;
Protium brasiliense;Protium brasiliense;Burseraceae;Protium;species;tree;0.673;20;0.655156936;zoochoric;NA;
Protium giganteum;Protium giganteum;Burseraceae;Protium;species;tree;0.49;30;0.655156936;zoochoric;3;
Protium heptaphyllum;Protium heptaphyllum;Burseraceae;Protium;species;tree;0.6090625;18;0.119867455;zoochoric;2;
Protium icicariba;Protium icicariba;Burseraceae;Protium;NA;NA;NA;NA;NA;zoochoric;NA;
Protium sp.;Protium sp.;Burseraceae;Protium;NA;NA;NA;NA;NA;zoochoric;NA;
Protium sp.1;Protium sp.;Burseraceae;Protium;NA;NA;NA;NA;NA;zoochoric;NA;
Protium sp.2;Protium sp.;Burseraceae;Protium;NA;NA;NA;NA;NA;zoochoric;NA;
Protium widgrenii;Protium widgrenii;Burseraceae;Protium;species;tree;0.713;20;0.1;zoochoric;3;
Prunus myrtifolia;Prunus myrtifolia;Rosaceae;Prunus;species;tree;0.717585714;21;0.2825;zoochoric;2;
Pseudima frutescens;Pseudima frutescens;Sapindaceae;Pseudima;species;tree;0.7;15;3.703703704;zoochoric;4;
Pseudobombax grandiflorum;Pseudobombax grandiflorum;Malvaceae;Pseudobombax;species;tree;0.3815;23;0.077105;anemochoric;2;
Pseudobombax marginatum;Pseudobombax marginatum;Malvaceae;Pseudobombax;species;tree;0.3875;13;0.263157895;anemochoric;2;
Pseudobombax sp.;Pseudobombax sp.;Malvaceae;Pseudobombax;NA;NA;NA;NA;NA;anemochoric;NA;
Pseudobombax sp.1;Pseudobombax sp.;Malvaceae;Pseudobombax;NA;NA;NA;NA;NA;anemochoric;NA;
Pseudopiptadenia contorta;Pseudopiptadenia contorta;Fabaceae;Pseudopiptadenia;species;tree;0.607333333;29;0.107692308;anemochoric;2;
Psidium cattleianum;Psidium cattleianum;Myrtaceae;Psidium;species;tree;0.781619048;NA;0.600669559;zoochoric;2;
Psidium guajava;Psidium guajava;Myrtaceae;Psidium;species;tree;0.68225;10;0.011502801;zoochoric;1;
Psidium guyanense;Psidium guyanense;Myrtaceae;Psidium;species;tree;0.781619048;6;0.600669559;zoochoric;2;
Psidium sp.;Psidium sp.;Myrtaceae;Psidium;NA;NA;NA;NA;NA;zoochoric;NA;
Psidium sp.1;Psidium sp.;Myrtaceae;Psidium;NA;NA;NA;NA;NA;zoochoric;NA;
Psiguria triphylla;Psiguria triphylla;Cucurbitaceae;Psiguria;species;NA;NA;NA;NA;zoochoric;NA;
Psilochilus modestus;Psilochilus modestus;Orchidaceae;Psilochilus;species;NA;NA;NA;NA;anemochoric;NA;
Psittacanthus sp.;Psittacanthus sp.;Loranthaceae;Psittacanthus;NA;NA;NA;NA;NA;zoochoric;NA;
Psychotria carthagenensis;Psychotria carthagenensis;Rubiaceae;Psychotria;species;tree;0.7;13;0.022667646;zoochoric;3;
Psychotria hastisepala;Psychotria hastisepala;Rubiaceae;Psychotria;species;shrub;0.511909019;10;0.05512056;zoochoric;3;
Psychotria hoffmannseggiana;Psychotria hoffmannseggiana;Rubiaceae;Psychotria;species;shrub;0.511909019;1;0.0172;zoochoric;3;
Psychotria leiocarpa;Psychotria leiocarpa;Rubiaceae;Psychotria;species;shrub;0.511909019;5;0.05512056;zoochoric;3;
Psychotria mapourioides;Psychotria mapourioides;Rubiaceae;Psychotria;species;tree;0.511909019;15;0.01;zoochoric;3;
Psychotria myriantha;Palicourea mamillaris;Rubiaceae;Palicourea;species;tree;0.550333333;6;0.050312805;zoochoric;4;
Psychotria nuda;Psychotria nuda;Rubiaceae;Psychotria;species;tree;0.381990192;19;0.6805;zoochoric;3;
Psychotria pubigera;Psychotria pubigera;Rubiaceae;Psychotria;species;shrub;0.511909019;NA;0.05512056;zoochoric;3.5;
Psychotria racemosa;Palicourea racemosa;Rubiaceae;Palicourea;species;tree;0.550333333;NA;0.050312805;zoochoric;2.5;
Psychotria sp.;Psychotria sp.;Rubiaceae;Psychotria;NA;NA;NA;NA;NA;zoochoric;NA;
Psychotria sp.1;Psychotria sp.;Rubiaceae;Psychotria;NA;NA;NA;NA;NA;zoochoric;NA;
Psychotria sp.2;Psychotria sp.;Rubiaceae;Psychotria;NA;NA;NA;NA;NA;zoochoric;NA;
Psychotria sp.3;Psychotria sp.;Rubiaceae;Psychotria;NA;NA;NA;NA;NA;zoochoric;NA;
Psychotria sp.4;Psychotria sp.;Rubiaceae;Psychotria;NA;NA;NA;NA;NA;zoochoric;NA;
Psychotria sp.5;Psychotria sp.;Rubiaceae;Psychotria;NA;NA;NA;NA;NA;zoochoric;NA;
Psychotria suterella;Psychotria suterella;Rubiaceae;Psychotria;species;tree;0.511909019;17;0.01;zoochoric;3;
Psychotria vellosiana;Psychotria vellosiana;Rubiaceae;Psychotria;species;tree;0.456275;16;0.011241665;zoochoric;3;
Pterocarpus rohrii;Pterocarpus rohrii;Fabaceae;Pterocarpus;species;tree;0.464407506;30;0.387968468;anemochoric;2;
Pterocarpus violaceus;Pterocarpus rohrii;Fabaceae;Pterocarpus;species;tree;0.464407506;30;0.387968468;anemochoric;2;
Pterodon emarginatus;Pterodon emarginatus;Fabaceae;Pterodon;species;tree;0.858;16;0.833333333;anemochoric;2;
Pterogyne nitens;Pterogyne nitens;Fabaceae;Pterogyne;species;tree;0.661307692;22;0.172502954;anemochoric;2;
Pyrostegia venusta;Pyrostegia venusta;Bignoniaceae;Pyrostegia;species;others;0.700749342;NA;NA;anemochoric;NA;
Quiina glaziovii;Quiina glaziovii;Quiinaceae;Quiina;species;tree;0.8615;17;1.9;zoochoric;2;
Randia calycina;Randia calycina;Rubiaceae;Randia;species;shrub;0.676;5;0.066864668;zoochoric;3;
Rhamnidium elaeocarpum;Rhamnidium elaeocarpum;Rhamnaceae;Rhamnidium;species;tree;0.672333333;16;0.053042839;zoochoric;2;
Rhipsalis sp.;Rhipsalis sp.;Cactaceae;Rhipsalis;NA;NA;NA;NA;NA;zoochoric;NA;
Rhipsalis sp.1;Rhipsalis sp.;Cactaceae;Rhipsalis;NA;NA;NA;NA;NA;zoochoric;NA;
Rhodospatha oblongata;Rhodospatha oblongata;Araceae;Rhodospatha;species;NA;NA;NA;NA;zoochoric;NA;
Rhynchosia minima;Rhynchosia minima;Fabaceae;Rhynchosia;species;NA;0.68965031;NA;0.0124318;zoochoric;NA;
Rhynchosia phaseoloides;Rhynchosia phaseoloides;Fabaceae;Rhynchosia;species;others;0.68965031;NA;0.036862117;zoochoric;NA;
Ricinus communis;Ricinus communis;Euphorbiaceae;Ricinus;species;tree;0.497855754;5;0.2942;autochoric|zoochoric;1;
Rinorea bahiensis;Rinorea bahiensis;Violaceae;Rinorea;species;tree;0.94;25;0.074074074;autochoric;4;
Rinorea guianensis;Rinorea guianensis;Violaceae;Rinorea;species;tree;0.78;25;0.080394419;autochoric;2;
Rollinia dolabripetala;Annona dolabripetala;Annonaceae;Annona;species;tree;0.393;22;0.427204812;zoochoric;2;
Rollinia sericea;Annona neosericea;Annonaceae;Annona;species;tree;0.417865009;21;0.040887231;zoochoric;2;
Rollinia sp.;Rollinia sp.;Annonaceae;Rollinia;NA;NA;NA;NA;NA;zoochoric;NA;
Rollinia sp.1;Rollinia sp.;Annonaceae;Rollinia;NA;NA;NA;NA;NA;zoochoric;NA;
Rollinia sylvatica;Annona sylvatica;Annonaceae;Annona;species;tree;0.4008;18;0.283571429;zoochoric;2;
Roupala montana;Roupala montana;Proteaceae;Roupala;species;tree;0.806805357;20;0.030642857;anemochoric;2;
Rubiaceae sp.;Rubiaceae sp.;Rubiaceae;Rubiaceae;NA;NA;NA;NA;NA;zoochoric;NA;
Rubiaceae sp.1;Rubiaceae sp.;Rubiaceae;Rubiaceae;NA;NA;NA;NA;NA;zoochoric;NA;
